GeneID	male_O	female_O	male_A	female_A
PBANKA_0514600	4.537859347	5.011149074	2.792170921	2.935645438
PBANKA_1128500	4.43992402	5.860993069	3.542058942	2.359532464
PBANKA_1421800	4.263503198	25.46601489	17.71426118	34.3517358
PBANKA_0414800	3.998871965	2.608141916	0.726039056	0.185563231
PBANKA_0936100	3.310619632	1.406638337	27.12414636	9.468740008
PBANKA_0922300	3.204978266	10.13525157	4.895577635	4.421415135
PBANKA_1309900	2.979678728	15.22412659	28.47499997	19.93463959
PBANKA_1343000	2.869203681	2.490922054	1.35557925	0.991087253
PBANKA_1322100	2.815659715	12.80626986	1.592655298	2.834240471
PBANKA_0509300	2.558101919	23.09231269	2.261544016	7.449123326
PBANKA_1336100	1.675997809	29.96030041	4.37105146	61.47518392
PBANKA_1228000	1.087928402	7.033191683	0.281225737	0.503135599
PBANKA_1459200	0.902104569	1.78102763	0.914871236	3.272294196
PBANKA_0823400	0.646876347	2.051347574	1.80609418	2.185844658
PBANKA_1127000	0.382245114	4.249219975	0.146560719	2.682041424
PBANKA_0513600	0.110353988	0	0	0
