	Metabolic task id	Alternative networks	Metabolic task desciption	high_expressed rxns(%)	low_expressed rxns(%) 	GPR rxns	total # of rxns	p_values	fdr_bh	high_expressed rxns	low_expressed rxns	rxns in a min with GPR	rxns in a min
41	C00016_c	alternative_3	FAD	27.27272727272727	9.090909090909092	22	63	0.017821604178024777	0.027368892130538048	R01561_c,R01863_c,R02557_c,R02147_c,R01969_c,R02294_c	R00549_c,R00161_c	R01561_c,R01863_c,R02557_c,R02147_c,R01132_c,R01969_c,R01049_c,R00004_c,R00330_c,R01135_c,R04936_c,R00190_c,R00256_c,R01083_c,R00549_c,R02294_c,R00192_c,R00578_c,R00127_c,R00650_c,R01057_c,R00161_c	EXCbothC03150_e,Tc2eC00122_c,R01561_c,R01863_c,R02557_c,R02147_c,Tc2eC00387_c,R01132_c,EXCbothC00153_e,Tc2eC00294_c,Tc2eC00021_c,Tc2eC05698_c,EXCbothC00155_e,R01969_c,Tc2eC00147_c,R01049_c,EXCbothC00009_e,R00004_c,Tc2eC00155_c,Tc2eC00255_c,Tc2eC00262_c,EXCbothC00019_e,EXCbothC00330_e,Tc2eC00330_c,EXCbothC00021_e,Tc2eC00009_c,MT_biomass_C00016_c,Tc2eC00559_c,R00330_c,EXCbothC00387_e,R01135_c,R04936_c,R00190_c,Tc2eC00212_c,Tc2eC00019_c,EXCbothC00559_e,Tc2eC00025_c,EXCbothC05692_e,R00256_c,R01083_c,R00549_c,EXCbothC05698_e,Tc2eC03150_c,Tc2eC00152_c,R02294_c,EXCbothC00262_e,Tc2eC00013_c,EXCbothC00025_e,R00192_c,R00578_c,Tc2eC05692_c,EXCbothC00294_e,EXCbothC00013_e,R00127_c,R00650_c,EXCbothC00152_e,R01057_c,EXCbothC00122_e,Tc2eC00153_c,EXCbothC00147_e,EXCbothC00212_e,EXCbothC00255_e,R00161_c
40	C00016_c	alternative_2	FAD	27.27272727272727	9.090909090909092	22	63	0.017821604178024777	0.027368892130538048	R01561_c,R01863_c,R02557_c,R02147_c,R01969_c,R02294_c	R00549_c,R00161_c	R01561_c,R01863_c,R02557_c,R02147_c,R01132_c,R01969_c,R01049_c,R00004_c,R00330_c,R01135_c,R04936_c,R00190_c,R00256_c,R01083_c,R00549_c,R02294_c,R00192_c,R00578_c,R00127_c,R00650_c,R01057_c,R00161_c	EXCbothC03150_e,Tc2eC00122_c,R01561_c,R01863_c,R02557_c,R02147_c,Tc2eC00387_c,R01132_c,EXCbothC00153_e,Tc2eC00294_c,Tc2eC00021_c,Tc2eC05698_c,EXCbothC00155_e,R01969_c,Tc2eC00147_c,R01049_c,EXCbothC00009_e,R00004_c,Tc2eC00155_c,Tc2eC00255_c,Tc2eC00262_c,EXCbothC00019_e,EXCbothC00330_e,Tc2eC00330_c,EXCbothC00021_e,Tc2eC00009_c,MT_biomass_C00016_c,Tc2eC00559_c,R00330_c,EXCbothC00387_e,R01135_c,R04936_c,R00190_c,Tc2eC00212_c,Tc2eC00019_c,EXCbothC00559_e,Tc2eC00025_c,EXCbothC05692_e,R00256_c,R01083_c,R00549_c,EXCbothC05698_e,Tc2eC03150_c,Tc2eC00152_c,R02294_c,EXCbothC00262_e,Tc2eC00013_c,EXCbothC00025_e,R00192_c,R00578_c,Tc2eC05692_c,EXCbothC00294_e,EXCbothC00013_e,R00127_c,R00650_c,EXCbothC00152_e,R01057_c,EXCbothC00122_e,Tc2eC00153_c,EXCbothC00147_e,EXCbothC00212_e,EXCbothC00255_e,R00161_c
39	C00016_c	alternative_1	FAD	27.27272727272727	9.090909090909092	22	63	0.017821604178024777	0.027368892130538048	R01561_c,R01863_c,R02557_c,R02147_c,R01969_c,R02294_c	R00549_c,R00161_c	R01561_c,R01863_c,R02557_c,R02147_c,R01132_c,R01969_c,R01049_c,R00004_c,R00330_c,R01135_c,R04936_c,R00190_c,R00256_c,R01083_c,R00549_c,R02294_c,R00192_c,R00578_c,R00127_c,R00650_c,R01057_c,R00161_c	EXCbothC03150_e,Tc2eC00122_c,R01561_c,R01863_c,R02557_c,R02147_c,Tc2eC00387_c,R01132_c,EXCbothC00153_e,Tc2eC00294_c,Tc2eC00021_c,Tc2eC05698_c,EXCbothC00155_e,R01969_c,Tc2eC00147_c,R01049_c,EXCbothC00009_e,R00004_c,Tc2eC00155_c,Tc2eC00255_c,Tc2eC00262_c,EXCbothC00019_e,EXCbothC00330_e,Tc2eC00330_c,EXCbothC00021_e,Tc2eC00009_c,MT_biomass_C00016_c,Tc2eC00559_c,R00330_c,EXCbothC00387_e,R01135_c,R04936_c,R00190_c,Tc2eC00212_c,Tc2eC00019_c,EXCbothC00559_e,Tc2eC00025_c,EXCbothC05692_e,R00256_c,R01083_c,R00549_c,EXCbothC05698_e,Tc2eC03150_c,Tc2eC00152_c,R02294_c,EXCbothC00262_e,Tc2eC00013_c,EXCbothC00025_e,R00192_c,R00578_c,Tc2eC05692_c,EXCbothC00294_e,EXCbothC00013_e,R00127_c,R00650_c,EXCbothC00152_e,R01057_c,EXCbothC00122_e,Tc2eC00153_c,EXCbothC00147_e,EXCbothC00212_e,EXCbothC00255_e,R00161_c
246	G13044_r	alternative_1	Glycosylphosphatidylinositol _GPI-anchor protein	21.73913043478261	13.043478260869565	69	142	0.01950200636580296	0.029424079779983413	R02055_r,R01863_c,R01516_c,R02147_c,R01641_c,R00430_c,R01876_c,R01280_c,R01061_c,R01662_c,R02297_c,R02294_c,R07324_c,R01067_c,R01829_c	R08193_c,R00332_c,R05918_c,R01009_r,R08107_r,R00355_c,R00345_c,R00416_c,R00332_r	R08193_c,R01187_c,R00093_c,R04230_c,R01863_c,R02240_r,R02147_c,R05921_r,R05919_r,R00355_c,R01799_r,R02241_r,R00842_c,R00768_c,R00229_c,R00885_c,R01819_c,R07324_c,R01061_c,R02297_c,R01802_c,R02240_c,R01015_c,R00157_c,R01516_c,R00299_c,R00430_c,R01009_r,R01876_c,R01280_c,R08107_r,R01662_c,R01529_c,R00330_c,R00582_c,R00416_c,R00332_r,R01843_c,R00332_c,R00847_r,R02058_c,R01799_c,R01818_c,R00847_c,R01641_c,R05918_c,R01056_c,R00256_c,R05917_c,Tc2rC00096_c,R02294_c,R01829_c,R05916_c,R00851_r,R00867_c,R00578_c,R02055_r,R01326_c,R02740_c,R04231_c,R00127_c,R01036_c,R01057_c,R01878_c,R01961_c,R05922_r,R01067_c,R00345_c,R01496_r	EXCbothC00577_e,R02240_r,R05919_r,Tc2eC00294_c,R00842_c,R01819_c,R07324_c,R00512_r,Tc2rC00319_c,EXCbothC00022_e,R08107_r,R01662_c,R00582_c,Tc2rC00641_c,R01843_c,Tc2rC00116_c,R00332_c,EXCbothC00011_e,R02058_c,R01818_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R05916_c,Tc2eC00249_c,Tc2eC00329_c,Tc2rC00195_c,MT_biomass_G13044_r,R01326_c,R01800_r,EXCbothC01762_e,R05922_r,R01067_c,Tc2rC00065_c,EXCbothC03150_e,R04230_c,R05920_r,Tc2eC00065_c,EXCbothC00153_e,Tc2eC00299_c,R01799_r,R02241_r,R00768_c,EXCbothC00009_e,R01061_c,R00570_r,R01802_c,R01015_c,Tc2eC00043_c,Tc2eC00022_c,R01516_c,R00299_c,R01876_c,Tc2eC00009_c,Tc2rC00093_c,EXCbothC00043_e,EXCbothC00387_e,EXCbothC00031_e,R00847_c,EXCbothC00385_e,R05917_c,Tc2rC00096_c,Tc2eC00195_c,EXCbothC00299_e,R02740_c,EXCbothC00033_e,R00127_c,R01036_c,R01878_c,R01961_c,Tc2eC00385_c,R01496_r,Tc2eC00475_c,R08193_c,R01187_c,EXCbothC00319_e,EXCbothC00096_e,EXCbothC00249_e,Tc2eC00387_c,R00229_c,Tc2eC00262_c,Tc2eC01762_c,R00430_c,R01280_c,EXCbothC00159_e,R01641_c,EXCbothC00475_e,Tc2eC00577_c,R01829_c,R00851_r,Tc2eC00319_c,EXCbothC00106_e,R00578_c,R04231_c,Tc2eC00159_c,Tc2eC00242_c,R01513_c,EXCbothC00195_e,Tc2eC00153_c,Tc2eC00031_c,R00345_c,R00093_c,R01863_c,R02147_c,R05921_r,Tc2eC00095_c,R00355_c,Tc2eC00096_c,R00885_c,R02297_c,EXCbothC00329_e,EXCbothC00065_e,R02240_c,Tc2eC00106_c,R00157_c,R01009_r,Tc2eC00011_c,R01529_c,R00330_c,R04173_c,R00416_c,R00332_r,R00847_r,R01799_c,Tc2eC00025_c,R05918_c,R01056_c,EXCbothC00242_e,R00256_c,EXCbothC00262_e,Tc2eC00033_c,EXCbothC00025_e,R00867_c,R02055_r,EXCbothC00095_e,EXCbothC00294_e,Tc2rC00013_c,EXCbothC00152_e,R01057_c,Tc2rC00080_c,Tc2rC00011_c,Tc2rG00145_c
248	G13044_r	alternative_3	Glycosylphosphatidylinositol _GPI-anchor protein	21.73913043478261	13.043478260869565	69	142	0.01950200636580296	0.029424079779983413	R02055_r,R01863_c,R01516_c,R02147_c,R01641_c,R00430_c,R01876_c,R01280_c,R01061_c,R01662_c,R02297_c,R02294_c,R07324_c,R01067_c,R01829_c	R08193_c,R00332_c,R05918_c,R01009_r,R08107_r,R00355_c,R00345_c,R00416_c,R00332_r	R08193_c,R01187_c,R00093_c,R04230_c,R01863_c,R02240_r,R02147_c,R05921_r,R05919_r,R00355_c,R01799_r,R02241_r,R00842_c,R00768_c,R00229_c,R00885_c,R01819_c,R07324_c,R01061_c,R02297_c,R01802_c,R02240_c,R01015_c,R00157_c,R01516_c,R00299_c,R00430_c,R01009_r,R01876_c,R01280_c,R08107_r,R01662_c,R01529_c,R00330_c,R00582_c,R00416_c,R00332_r,R01843_c,R00332_c,R00847_r,R02058_c,R01799_c,R01818_c,R00847_c,R01641_c,R05918_c,R01056_c,R00256_c,R05917_c,Tc2rC00096_c,R02294_c,R01829_c,R05916_c,R00851_r,R00867_c,R00578_c,R02055_r,R01326_c,R02740_c,R04231_c,R00127_c,R01036_c,R01057_c,R01878_c,R01961_c,R05922_r,R01067_c,R00345_c,R01496_r	EXCbothC00577_e,R02240_r,R05919_r,Tc2eC00294_c,R00842_c,R01819_c,R07324_c,R00512_r,Tc2rC00319_c,EXCbothC00022_e,R08107_r,R01662_c,R00582_c,Tc2rC00641_c,R01843_c,Tc2rC00116_c,R00332_c,EXCbothC00011_e,R02058_c,R01818_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R05916_c,Tc2eC00249_c,Tc2eC00329_c,Tc2rC00195_c,MT_biomass_G13044_r,R01326_c,R01800_r,EXCbothC01762_e,R05922_r,R01067_c,Tc2rC00065_c,EXCbothC03150_e,R04230_c,R05920_r,Tc2eC00065_c,EXCbothC00153_e,Tc2eC00299_c,R01799_r,R02241_r,R00768_c,EXCbothC00009_e,R01061_c,R00570_r,R01802_c,R01015_c,Tc2eC00043_c,Tc2eC00022_c,R01516_c,R00299_c,R01876_c,Tc2eC00009_c,Tc2rC00093_c,EXCbothC00043_e,EXCbothC00387_e,EXCbothC00031_e,R00847_c,EXCbothC00385_e,R05917_c,Tc2rC00096_c,Tc2eC00195_c,EXCbothC00299_e,R02740_c,EXCbothC00033_e,R00127_c,R01036_c,R01878_c,R01961_c,Tc2eC00385_c,R01496_r,Tc2eC00475_c,R08193_c,R01187_c,EXCbothC00319_e,EXCbothC00096_e,EXCbothC00249_e,Tc2eC00387_c,R00229_c,Tc2eC00262_c,Tc2eC01762_c,R00430_c,R01280_c,EXCbothC00159_e,R01641_c,EXCbothC00475_e,Tc2eC00577_c,R01829_c,R00851_r,Tc2eC00319_c,EXCbothC00106_e,R00578_c,R04231_c,Tc2eC00159_c,Tc2eC00242_c,R01513_c,EXCbothC00195_e,Tc2eC00153_c,Tc2eC00031_c,R00345_c,R00093_c,R01863_c,R02147_c,R05921_r,Tc2eC00095_c,R00355_c,Tc2eC00096_c,R00885_c,R02297_c,EXCbothC00329_e,EXCbothC00065_e,R02240_c,Tc2eC00106_c,R00157_c,R01009_r,Tc2eC00011_c,R01529_c,R00330_c,R04173_c,R00416_c,R00332_r,R00847_r,R01799_c,Tc2eC00025_c,R05918_c,R01056_c,EXCbothC00242_e,R00256_c,EXCbothC00262_e,Tc2eC00033_c,EXCbothC00025_e,R00867_c,R02055_r,EXCbothC00095_e,EXCbothC00294_e,Tc2rC00013_c,EXCbothC00152_e,R01057_c,Tc2rC00080_c,Tc2rC00011_c,Tc2rG00145_c
247	G13044_r	alternative_2	Glycosylphosphatidylinositol _GPI-anchor protein	21.73913043478261	13.043478260869565	69	142	0.01950200636580296	0.029424079779983413	R02055_r,R01863_c,R01516_c,R02147_c,R01641_c,R00430_c,R01876_c,R01280_c,R01061_c,R01662_c,R02297_c,R02294_c,R07324_c,R01067_c,R01829_c	R08193_c,R00332_c,R05918_c,R01009_r,R08107_r,R00355_c,R00345_c,R00416_c,R00332_r	R08193_c,R01187_c,R00093_c,R04230_c,R01863_c,R02240_r,R02147_c,R05921_r,R05919_r,R00355_c,R01799_r,R02241_r,R00842_c,R00768_c,R00229_c,R00885_c,R01819_c,R07324_c,R01061_c,R02297_c,R01802_c,R02240_c,R01015_c,R00157_c,R01516_c,R00299_c,R00430_c,R01009_r,R01876_c,R01280_c,R08107_r,R01662_c,R01529_c,R00330_c,R00582_c,R00416_c,R00332_r,R01843_c,R00332_c,R00847_r,R02058_c,R01799_c,R01818_c,R00847_c,R01641_c,R05918_c,R01056_c,R00256_c,R05917_c,Tc2rC00096_c,R02294_c,R01829_c,R05916_c,R00851_r,R00867_c,R00578_c,R02055_r,R01326_c,R02740_c,R04231_c,R00127_c,R01036_c,R01057_c,R01878_c,R01961_c,R05922_r,R01067_c,R00345_c,R01496_r	EXCbothC00577_e,R02240_r,R05919_r,Tc2eC00294_c,R00842_c,R01819_c,R07324_c,R00512_r,Tc2rC00319_c,EXCbothC00022_e,R08107_r,R01662_c,R00582_c,Tc2rC00641_c,R01843_c,Tc2rC00116_c,R00332_c,EXCbothC00011_e,R02058_c,R01818_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R05916_c,Tc2eC00249_c,Tc2eC00329_c,Tc2rC00195_c,MT_biomass_G13044_r,R01326_c,R01800_r,EXCbothC01762_e,R05922_r,R01067_c,Tc2rC00065_c,EXCbothC03150_e,R04230_c,R05920_r,Tc2eC00065_c,EXCbothC00153_e,Tc2eC00299_c,R01799_r,R02241_r,R00768_c,EXCbothC00009_e,R01061_c,R00570_r,R01802_c,R01015_c,Tc2eC00043_c,Tc2eC00022_c,R01516_c,R00299_c,R01876_c,Tc2eC00009_c,Tc2rC00093_c,EXCbothC00043_e,EXCbothC00387_e,EXCbothC00031_e,R00847_c,EXCbothC00385_e,R05917_c,Tc2rC00096_c,Tc2eC00195_c,EXCbothC00299_e,R02740_c,EXCbothC00033_e,R00127_c,R01036_c,R01878_c,R01961_c,Tc2eC00385_c,R01496_r,Tc2eC00475_c,R08193_c,R01187_c,EXCbothC00319_e,EXCbothC00096_e,EXCbothC00249_e,Tc2eC00387_c,R00229_c,Tc2eC00262_c,Tc2eC01762_c,R00430_c,R01280_c,EXCbothC00159_e,R01641_c,EXCbothC00475_e,Tc2eC00577_c,R01829_c,R00851_r,Tc2eC00319_c,EXCbothC00106_e,R00578_c,R04231_c,Tc2eC00159_c,Tc2eC00242_c,R01513_c,EXCbothC00195_e,Tc2eC00153_c,Tc2eC00031_c,R00345_c,R00093_c,R01863_c,R02147_c,R05921_r,Tc2eC00095_c,R00355_c,Tc2eC00096_c,R00885_c,R02297_c,EXCbothC00329_e,EXCbothC00065_e,R02240_c,Tc2eC00106_c,R00157_c,R01009_r,Tc2eC00011_c,R01529_c,R00330_c,R04173_c,R00416_c,R00332_r,R00847_r,R01799_c,Tc2eC00025_c,R05918_c,R01056_c,EXCbothC00242_e,R00256_c,EXCbothC00262_e,Tc2eC00033_c,EXCbothC00025_e,R00867_c,R02055_r,EXCbothC00095_e,EXCbothC00294_e,Tc2rC00013_c,EXCbothC00152_e,R01057_c,Tc2rC00080_c,Tc2rC00011_c,Tc2rG00145_c
168	C00344_r	alternative_1	Phosphatidylglycerol	15.151515151515152	6.0606060606060606	33	72	0.026937186338949173	0.0399413452612005	R02295_c,R01068_c,R01641_c,R01829_c,R01067_c	R00112_c,R01801_r	R02295_c,R01395_c,R01799_r,R02241_r,R00842_c,R01819_c,R00004_c,R01015_c,R00157_c,R00299_c,R10948_c,R00575_c,R01529_c,R01843_c,R00847_r,R00847_c,R01641_c,R00112_c,R01056_c,R01829_c,R00851_r,R00867_c,R00769_c,R10949_c,R00578_c,R01326_c,R01068_c,R02740_c,R01801_r,R00127_c,R01057_c,R01067_c,R01496_r	EXCbothC00319_e,EXCbothC03684_e,R02295_c,R08208_c,R01395_c,Tc2eC00095_c,R01799_r,R02241_r,R00842_c,R02029_r,Tc2eC03684_c,EXCbothC00253_e,R01819_c,R00004_c,R00570_r,MT_biomass_C00344_r,R01015_c,EXCbothC00272_e,Tc2eC00253_c,R00157_c,Tc2eC00001_c,R00512_r,R00299_c,Tc2rC00319_c,R10948_c,Tc2rC00093_c,Tc2eC05841_c,R00575_c,R01529_c,EXCbothC00159_e,R01843_c,Tc2rC00116_c,R00847_r,EXCbothC00031_e,Tc2rC00009_c,Tc2eC00025_c,R01641_c,R00112_c,R00847_c,R01056_c,Tc2eC00031_c,Tc2eC00152_c,Tc2eC00195_c,R01829_c,EXCbothC00001_e,Tc2eC00013_c,EXCbothC00025_e,R00851_r,Tc2eC00319_c,R00867_c,Tc2rC00195_c,R00769_c,Tc2rC00001_c,R00578_c,R10949_c,R01326_c,R01068_c,EXCbothC00095_e,R02740_c,Tc2rC00013_c,Tc2eC00272_c,R01801_r,Tc2eC00159_c,EXCbothC00013_e,R00127_c,EXCbothC00152_e,EXCbothC00195_e,R01057_c,Tc2rC00080_c,R01067_c,EXCbothC05841_e,R01496_r
169	C00344_r	alternative_2	Phosphatidylglycerol	15.151515151515152	6.0606060606060606	33	72	0.026937186338949173	0.0399413452612005	R02295_c,R01068_c,R01641_c,R01829_c,R01067_c	R00112_c,R01801_r	R02295_c,R01395_c,R01799_r,R02241_r,R00842_c,R01819_c,R00004_c,R01015_c,R00157_c,R00299_c,R10948_c,R00575_c,R01529_c,R01843_c,R00847_r,R00847_c,R01641_c,R00112_c,R01056_c,R01829_c,R00851_r,R00867_c,R00769_c,R10949_c,R00578_c,R01326_c,R01068_c,R02740_c,R01801_r,R00127_c,R01057_c,R01067_c,R01496_r	EXCbothC00319_e,EXCbothC03684_e,R02295_c,R08208_c,R01395_c,Tc2eC00095_c,R01799_r,R02241_r,R00842_c,R02029_r,Tc2eC03684_c,EXCbothC00253_e,R01819_c,R00004_c,R00570_r,MT_biomass_C00344_r,R01015_c,EXCbothC00272_e,Tc2eC00253_c,R00157_c,Tc2eC00001_c,R00512_r,R00299_c,Tc2rC00319_c,R10948_c,Tc2rC00093_c,Tc2eC05841_c,R00575_c,R01529_c,EXCbothC00159_e,R01843_c,Tc2rC00116_c,R00847_r,EXCbothC00031_e,Tc2rC00009_c,Tc2eC00025_c,R01641_c,R00112_c,R00847_c,R01056_c,Tc2eC00031_c,Tc2eC00152_c,Tc2eC00195_c,R01829_c,EXCbothC00001_e,Tc2eC00013_c,EXCbothC00025_e,R00851_r,Tc2eC00319_c,R00867_c,Tc2rC00195_c,R00769_c,Tc2rC00001_c,R00578_c,R10949_c,R01326_c,R01068_c,EXCbothC00095_e,R02740_c,Tc2rC00013_c,Tc2eC00272_c,R01801_r,Tc2eC00159_c,EXCbothC00013_e,R00127_c,EXCbothC00152_e,EXCbothC00195_e,R01057_c,Tc2rC00080_c,R01067_c,EXCbothC05841_e,R01496_r
170	C00344_r	alternative_3	Phosphatidylglycerol	15.151515151515152	6.0606060606060606	33	72	0.026937186338949173	0.0399413452612005	R02295_c,R01068_c,R01641_c,R01829_c,R01067_c	R00112_c,R01801_r	R02295_c,R01395_c,R01799_r,R02241_r,R00842_c,R01819_c,R00004_c,R01015_c,R00157_c,R00299_c,R10948_c,R00575_c,R01529_c,R01843_c,R00847_r,R00847_c,R01641_c,R00112_c,R01056_c,R01829_c,R00851_r,R00867_c,R00769_c,R10949_c,R00578_c,R01326_c,R01068_c,R02740_c,R01801_r,R00127_c,R01057_c,R01067_c,R01496_r	EXCbothC00319_e,EXCbothC03684_e,R02295_c,R08208_c,R01395_c,Tc2eC00095_c,R01799_r,R02241_r,R00842_c,R02029_r,Tc2eC03684_c,EXCbothC00253_e,R01819_c,R00004_c,R00570_r,MT_biomass_C00344_r,R01015_c,EXCbothC00272_e,Tc2eC00253_c,R00157_c,Tc2eC00001_c,R00512_r,R00299_c,Tc2rC00319_c,R10948_c,Tc2rC00093_c,Tc2eC05841_c,R00575_c,R01529_c,EXCbothC00159_e,R01843_c,Tc2rC00116_c,R00847_r,EXCbothC00031_e,Tc2rC00009_c,Tc2eC00025_c,R01641_c,R00112_c,R00847_c,R01056_c,Tc2eC00031_c,Tc2eC00152_c,Tc2eC00195_c,R01829_c,EXCbothC00001_e,Tc2eC00013_c,EXCbothC00025_e,R00851_r,Tc2eC00319_c,R00867_c,Tc2rC00195_c,R00769_c,Tc2rC00001_c,R00578_c,R10949_c,R01326_c,R01068_c,EXCbothC00095_e,R02740_c,Tc2rC00013_c,Tc2eC00272_c,R01801_r,Tc2eC00159_c,EXCbothC00013_e,R00127_c,EXCbothC00152_e,EXCbothC00195_e,R01057_c,Tc2rC00080_c,R01067_c,EXCbothC05841_e,R01496_r
190	C00458_c	alternative_2	dCTP	14.285714285714285	7.142857142857142	42	74	0.035516692828526555	0.05177009463141159	R08549_m,R00703_c,R01876_c,R00248_c,R00200_c,R02294_c	R00573_c,R00355_c,R00345_c	R00086_m,R00573_c,Tc2eC00186_c,R01868_c,R00158_c,R00965_c,R01397&R01993_c,Tc2mC00002_c,R00355_c,R05875_m,R02163Men_m,R01049_c,R00004_c,R00094_m,R00157_c,R00703_c,R01876_c,R00200_c,R00156_c,R00570_c,R08549_m,R01870_c,R00243_c,R00405_m,R00149_c,R00248_c,R02016_c,R00256_c,R02294_c,R02326_c,R00361_m,R00115_m,R02163_m,R02161_m,R02164Men_m,R02024_c,R00578_c,R01195_m,R01057_c,R00081_c,R01082_m,R00345_c	R00086_m,R00573_c,Tc2eC00186_c,R01868_c,R00158_c,R00965_c,R01397&R01993_c,EXCbothC03150_e,Tc2mC00002_c,EXCbothC00153_e,Tc2eC00299_c,EXCbothC00049_e,R00355_c,R05875_m,R02163Men_m,R01049_c,EXCbothC00186_e,R00094_m,R00004_c,Tc2eC00106_c,R00157_c,Tc2eC00022_c,Tc2eC00049_c,MT_biomass_C00458_c,R00703_c,EXCbothC00022_e,Tc2eC00011_c,R01876_c,R00200_c,R00156_c,EXCbothC00007_e,R00570_c,R08549_m,EXCbothC00011_e,R01870_c,Tc2eC00025_c,R00243_c,Tc2mC00009_c,R00405_m,Tc2mC00011_c,R00149_c,R00248_c,R02016_c,Tc2eC00080_c,R00256_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R02326_c,Tc2mC00007_c,R00115_m,Tc2eC00013_c,R02163_m,R02161_m,Tc2mC00036_c,R00361_m,R02164Men_m,R02024_c,Tc2mC00001_c,R00578_c,EXCbothC00025_e,EXCbothC00106_e,EXCbothC00299_e,R01195_m,EXCbothC00080_e,Tc2mC00026_c,EXCbothC00013_e,EXCbothC00152_e,Tc2eC00007_c,R01057_c,R00081_c,Tc2eC00153_c,R01082_m,R00345_c
189	C00458_c	alternative_1	dCTP	14.285714285714285	7.142857142857142	42	74	0.035516692828526555	0.05177009463141159	R08549_m,R00703_c,R01876_c,R00248_c,R00200_c,R02294_c	R00573_c,R00355_c,R00345_c	R00086_m,R00573_c,Tc2eC00186_c,R01868_c,R00158_c,R00965_c,R01397&R01993_c,Tc2mC00002_c,R00355_c,R05875_m,R02163Men_m,R01049_c,R00004_c,R00094_m,R00157_c,R00703_c,R01876_c,R00200_c,R00156_c,R00570_c,R08549_m,R01870_c,R00243_c,R00405_m,R00149_c,R00248_c,R02016_c,R00256_c,R02294_c,R02326_c,R00361_m,R00115_m,R02163_m,R02161_m,R02164Men_m,R02024_c,R00578_c,R01195_m,R01057_c,R00081_c,R01082_m,R00345_c	R00086_m,R00573_c,Tc2eC00186_c,R01868_c,R00158_c,R00965_c,R01397&R01993_c,EXCbothC03150_e,Tc2mC00002_c,EXCbothC00153_e,Tc2eC00299_c,EXCbothC00049_e,R00355_c,R05875_m,R02163Men_m,R01049_c,EXCbothC00186_e,R00094_m,R00004_c,Tc2eC00106_c,R00157_c,Tc2eC00022_c,Tc2eC00049_c,MT_biomass_C00458_c,R00703_c,EXCbothC00022_e,Tc2eC00011_c,R01876_c,R00200_c,R00156_c,EXCbothC00007_e,R00570_c,R08549_m,EXCbothC00011_e,R01870_c,Tc2eC00025_c,R00243_c,Tc2mC00009_c,R00405_m,Tc2mC00011_c,R00149_c,R00248_c,R02016_c,Tc2eC00080_c,R00256_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R02326_c,Tc2mC00007_c,R00115_m,Tc2eC00013_c,R02163_m,R02161_m,Tc2mC00036_c,R00361_m,R02164Men_m,R02024_c,Tc2mC00001_c,R00578_c,EXCbothC00025_e,EXCbothC00106_e,EXCbothC00299_e,R01195_m,EXCbothC00080_e,Tc2mC00026_c,EXCbothC00013_e,EXCbothC00152_e,Tc2eC00007_c,R01057_c,R00081_c,Tc2eC00153_c,R01082_m,R00345_c
191	C00458_c	alternative_3	dCTP	14.285714285714285	7.142857142857142	42	74	0.035516692828526555	0.05177009463141159	R08549_m,R00703_c,R01876_c,R00248_c,R00200_c,R02294_c	R00573_c,R00355_c,R00345_c	R00086_m,R00573_c,Tc2eC00186_c,R01868_c,R00158_c,R00965_c,R01397&R01993_c,Tc2mC00002_c,R00355_c,R05875_m,R02163Men_m,R01049_c,R00004_c,R00094_m,R00157_c,R00703_c,R01876_c,R00200_c,R00156_c,R00570_c,R08549_m,R01870_c,R00243_c,R00405_m,R00149_c,R00248_c,R02016_c,R00256_c,R02294_c,R02326_c,R00361_m,R00115_m,R02163_m,R02161_m,R02164Men_m,R02024_c,R00578_c,R01195_m,R01057_c,R00081_c,R01082_m,R00345_c	R00086_m,R00573_c,Tc2eC00186_c,R01868_c,R00158_c,R00965_c,R01397&R01993_c,EXCbothC03150_e,Tc2mC00002_c,EXCbothC00153_e,Tc2eC00299_c,EXCbothC00049_e,R00355_c,R05875_m,R02163Men_m,R01049_c,EXCbothC00186_e,R00094_m,R00004_c,Tc2eC00106_c,R00157_c,Tc2eC00022_c,Tc2eC00049_c,MT_biomass_C00458_c,R00703_c,EXCbothC00022_e,Tc2eC00011_c,R01876_c,R00200_c,R00156_c,EXCbothC00007_e,R00570_c,R08549_m,EXCbothC00011_e,R01870_c,Tc2eC00025_c,R00243_c,Tc2mC00009_c,R00405_m,Tc2mC00011_c,R00149_c,R00248_c,R02016_c,Tc2eC00080_c,R00256_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R02326_c,Tc2mC00007_c,R00115_m,Tc2eC00013_c,R02163_m,R02161_m,Tc2mC00036_c,R00361_m,R02164Men_m,R02024_c,Tc2mC00001_c,R00578_c,EXCbothC00025_e,EXCbothC00106_e,EXCbothC00299_e,R01195_m,EXCbothC00080_e,Tc2mC00026_c,EXCbothC00013_e,EXCbothC00152_e,Tc2eC00007_c,R01057_c,R00081_c,Tc2eC00153_c,R01082_m,R00345_c
