	Metabolic task id	Alternative networks	Metabolic task desciption	high_expressed rxns(%)	low_expressed rxns(%) 	GPR rxns	total # of rxns	p_values	fdr_bh	high_expressed rxns	low_expressed rxns	rxns in a min with GPR	rxns in a min
240	C20120_c	alternative_1	S-Farnesyl protein	16.27906976744186	10.465116279069768	86	158	0.04954592207632487	0.0710158216427323	R08549_m,Tc2aC00111_c,R01561_c,R01015_a,R01068_c,R01641_c,R00430_c,R01829_c,Tc2aC00074_c,R00200_c,R02294_c,R00945_c,R01067_c,R00248_a	R09844_c,R05634_a,R03656_c,R00355_c,R04212_c,R00694_c,R00345_c,R03905_c,R03940_c	R05636_a,R03652_c,R01395_c,R05634_a,R08218_c,R00945_c,R03663_c,R03650_c,R01843_c,R05637_a,R02294_c,R03665_c,R00200_a,R05688_a,R04212_c,R01067_c,R03905_c,R03664_c,R01658_c,R00756_c,R03940_c,R01015_c,R00575_c,R05578_c,R00248_a,R08689_a,R05633_a,R02918_c,R03038_c,R00405_m,R03656_c,R02003_c,R01195_a,R00115_m,R00192_c,R01195_m,R03658_c,R00127_c,R00650_c,R09844_c,R03659_c,Tc2mC00002_c,R05875_m,R00004_c,R03661_c,R00430_c,R10948_c,R08210_a,R04773_c,R01015_a,R05884_a,R01641_c,R01829_c,R02164uqh8_m,R03660_c,R00578_c,R01068_c,Tc2aC00074_c,R00081_c,R10092_c,R01082_m,R03648_c,R00345_c,R00086_m,R03646_c,R03654_c,R01561_c,R00355_c,R00694_c,R03657_c,R03662_c,R00094_m,R00940_c,R05577_c,R00200_c,R01529_c,R01655_c,R08549_m,R01056_c,R00256_c,R03655_c,R00361_m,R02161_m,Tc2aC00111_c,R10949_c,R01057_c	R05636_a,R03652_c,R01395_c,R05634_a,R08218_c,R00945_c,EXCbothC00019_e,EXCbothC00022_e,R03663_c,R03650_c,R01843_c,R05637_a,Tc2mC00022_c,Tc2eC00073_c,Tc2mC00009_c,Tc2eC00148_c,EXCbothC00148_e,Tc2eC00407_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,Tc2mC00036_c,R03665_c,R00200_a,Tc2eC05335_c,R05688_a,R01648_m,EXCbothC00504_e,pcys_c,Tc2aC00013_c,R04212_c,R01067_c,R03905_c,Tc2aC00026_c,R03664_c,EXCbothC03150_e,Tc2eC00065_c,EXCbothC00153_e,EXCbothC05781_e,Tc2eC00188_c,Tc2eC00097_c,R01658_c,R00570_a,R00756_c,R03940_c,R01015_c,Tc2eC00022_c,Tc2eC00062_c,R00575_c,EXCbothC00288_e,R05578_c,R00248_a,R08689_a,R05633_a,R02918_c,Tc2aC00001_c,R03038_c,R00405_m,R03656_c,Tc2aC00080_c,R02003_c,Tc2mC00007_c,R01195_a,EXCbothC00007_e,R00115_m,R00192_c,R01195_m,R03658_c,R00127_c,R00650_c,R09844_c,Tc2aC00022_c,EXCbothC00062_e,R03659_c,Tc2mC00002_c,R01220_c,R05875_m,EXCbothC00082_e,R00004_c,R03661_c,R00430_c,R10948_c,Tc2eC05781_c,R08210_a,Tc2aC00025_c,R04773_c,Tc2aC00129_c,Tc2eC00166_c,R01015_a,R05884_a,R01641_c,Tc2eC00288_c,Tc2aC00009_c,R01829_c,R02164uqh8_m,HBDG_c,R03660_c,EXCbothC05335_e,Tc2aC00011_c,EXCbothC00166_e,Tc2mC00001_c,R00578_c,R00512_a,Tc2mC00025_c,R01068_c,Tc2aC00074_c,R00081_c,Tc2eC00153_c,R01082_m,R10092_c,EXCbothC00147_e,Tc2eC00504_c,R03648_c,R00345_c,EXCbothC00073_e,Tc2aC00235_c,EXCbothC00188_e,R00086_m,R03646_c,R03654_c,R01561_c,R00355_c,Tc2eC00147_c,R00694_c,R03657_c,R03662_c,protein_c,R00094_m,EXCbothC00065_e,R00940_c,R10178_m,MT_biomass_C20120_c,R05577_c,Tc2eC00078_c,R00200_c,R01529_c,Tc2mC00041_c,Tc2aC00014_c,EXCbothC00078_e,R01655_c,R08549_m,Tc2eC00019_c,Tc2eC00025_c,R01056_c,Tc2mC00011_c,R00256_c,R03655_c,R00361_m,EXCbothC00025_e,R02161_m,EXCbothC00407_e,EXCbothC00097_e,Tc2aC00111_c,R10949_c,EXCbothC00152_e,Tc2eC00082_c,Tc2eC00007_c,R01057_c
242	C20120_c	alternative_3	S-Farnesyl protein	16.27906976744186	10.465116279069768	86	158	0.04954592207632487	0.0710158216427323	R08549_m,Tc2aC00111_c,R01561_c,R01015_a,R01068_c,R01641_c,R00430_c,R01829_c,Tc2aC00074_c,R00200_c,R02294_c,R00945_c,R01067_c,R00248_a	R09844_c,R05634_a,R03656_c,R00355_c,R04212_c,R00694_c,R00345_c,R03905_c,R03940_c	R05636_a,R03652_c,R01395_c,R05634_a,R08218_c,R00945_c,R03663_c,R03650_c,R01843_c,R05637_a,R02294_c,R03665_c,R00200_a,R05688_a,R04212_c,R01067_c,R03905_c,R03664_c,R01658_c,R00756_c,R03940_c,R01015_c,R00575_c,R05578_c,R00248_a,R08689_a,R05633_a,R02918_c,R03038_c,R00405_m,R03656_c,R02003_c,R01195_a,R00115_m,R00192_c,R01195_m,R03658_c,R00127_c,R00650_c,R09844_c,R03659_c,Tc2mC00002_c,R05875_m,R00004_c,R03661_c,R00430_c,R10948_c,R08210_a,R04773_c,R01015_a,R05884_a,R01641_c,R01829_c,R02164uqh8_m,R03660_c,R00578_c,R01068_c,Tc2aC00074_c,R00081_c,R10092_c,R01082_m,R03648_c,R00345_c,R00086_m,R03646_c,R03654_c,R01561_c,R00355_c,R00694_c,R03657_c,R03662_c,R00094_m,R00940_c,R05577_c,R00200_c,R01529_c,R01655_c,R08549_m,R01056_c,R00256_c,R03655_c,R00361_m,R02161_m,Tc2aC00111_c,R10949_c,R01057_c	R05636_a,R03652_c,R01395_c,R05634_a,R08218_c,R00945_c,EXCbothC00019_e,EXCbothC00022_e,R03663_c,R03650_c,R01843_c,R05637_a,Tc2mC00022_c,Tc2eC00073_c,Tc2mC00009_c,Tc2eC00148_c,EXCbothC00148_e,Tc2eC00407_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,Tc2mC00036_c,R03665_c,R00200_a,Tc2eC05335_c,R05688_a,R01648_m,EXCbothC00504_e,pcys_c,Tc2aC00013_c,R04212_c,R01067_c,R03905_c,Tc2aC00026_c,R03664_c,EXCbothC03150_e,Tc2eC00065_c,EXCbothC00153_e,EXCbothC05781_e,Tc2eC00188_c,Tc2eC00097_c,R01658_c,R00570_a,R00756_c,R03940_c,R01015_c,Tc2eC00022_c,Tc2eC00062_c,R00575_c,EXCbothC00288_e,R05578_c,R00248_a,R08689_a,R05633_a,R02918_c,Tc2aC00001_c,R03038_c,R00405_m,R03656_c,Tc2aC00080_c,R02003_c,Tc2mC00007_c,R01195_a,EXCbothC00007_e,R00115_m,R00192_c,R01195_m,R03658_c,R00127_c,R00650_c,R09844_c,Tc2aC00022_c,EXCbothC00062_e,R03659_c,Tc2mC00002_c,R01220_c,R05875_m,EXCbothC00082_e,R00004_c,R03661_c,R00430_c,R10948_c,Tc2eC05781_c,R08210_a,Tc2aC00025_c,R04773_c,Tc2aC00129_c,Tc2eC00166_c,R01015_a,R05884_a,R01641_c,Tc2eC00288_c,Tc2aC00009_c,R01829_c,R02164uqh8_m,HBDG_c,R03660_c,EXCbothC05335_e,Tc2aC00011_c,EXCbothC00166_e,Tc2mC00001_c,R00578_c,R00512_a,Tc2mC00025_c,R01068_c,Tc2aC00074_c,R00081_c,Tc2eC00153_c,R01082_m,R10092_c,EXCbothC00147_e,Tc2eC00504_c,R03648_c,R00345_c,EXCbothC00073_e,Tc2aC00235_c,EXCbothC00188_e,R00086_m,R03646_c,R03654_c,R01561_c,R00355_c,Tc2eC00147_c,R00694_c,R03657_c,R03662_c,protein_c,R00094_m,EXCbothC00065_e,R00940_c,R10178_m,MT_biomass_C20120_c,R05577_c,Tc2eC00078_c,R00200_c,R01529_c,Tc2mC00041_c,Tc2aC00014_c,EXCbothC00078_e,R01655_c,R08549_m,Tc2eC00019_c,Tc2eC00025_c,R01056_c,Tc2mC00011_c,R00256_c,R03655_c,R00361_m,EXCbothC00025_e,R02161_m,EXCbothC00407_e,EXCbothC00097_e,Tc2aC00111_c,R10949_c,EXCbothC00152_e,Tc2eC00082_c,Tc2eC00007_c,R01057_c
241	C20120_c	alternative_2	S-Farnesyl protein	16.27906976744186	10.465116279069768	86	158	0.04954592207632487	0.0710158216427323	R08549_m,Tc2aC00111_c,R01561_c,R01015_a,R01068_c,R01641_c,R00430_c,R01829_c,Tc2aC00074_c,R00200_c,R02294_c,R00945_c,R01067_c,R00248_a	R09844_c,R05634_a,R03656_c,R00355_c,R04212_c,R00694_c,R00345_c,R03905_c,R03940_c	R05636_a,R03652_c,R01395_c,R05634_a,R08218_c,R00945_c,R03663_c,R03650_c,R01843_c,R05637_a,R02294_c,R03665_c,R00200_a,R05688_a,R04212_c,R01067_c,R03905_c,R03664_c,R01658_c,R00756_c,R03940_c,R01015_c,R00575_c,R05578_c,R00248_a,R08689_a,R05633_a,R02918_c,R03038_c,R00405_m,R03656_c,R02003_c,R01195_a,R00115_m,R00192_c,R01195_m,R03658_c,R00127_c,R00650_c,R09844_c,R03659_c,Tc2mC00002_c,R05875_m,R00004_c,R03661_c,R00430_c,R10948_c,R08210_a,R04773_c,R01015_a,R05884_a,R01641_c,R01829_c,R02164uqh8_m,R03660_c,R00578_c,R01068_c,Tc2aC00074_c,R00081_c,R10092_c,R01082_m,R03648_c,R00345_c,R00086_m,R03646_c,R03654_c,R01561_c,R00355_c,R00694_c,R03657_c,R03662_c,R00094_m,R00940_c,R05577_c,R00200_c,R01529_c,R01655_c,R08549_m,R01056_c,R00256_c,R03655_c,R00361_m,R02161_m,Tc2aC00111_c,R10949_c,R01057_c	R05636_a,R03652_c,R01395_c,R05634_a,R08218_c,R00945_c,EXCbothC00019_e,EXCbothC00022_e,R03663_c,R03650_c,R01843_c,R05637_a,Tc2mC00022_c,Tc2eC00073_c,Tc2mC00009_c,Tc2eC00148_c,EXCbothC00148_e,Tc2eC00407_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,Tc2mC00036_c,R03665_c,R00200_a,Tc2eC05335_c,R05688_a,R01648_m,EXCbothC00504_e,pcys_c,Tc2aC00013_c,R04212_c,R01067_c,R03905_c,Tc2aC00026_c,R03664_c,EXCbothC03150_e,Tc2eC00065_c,EXCbothC00153_e,EXCbothC05781_e,Tc2eC00188_c,Tc2eC00097_c,R01658_c,R00570_a,R00756_c,R03940_c,R01015_c,Tc2eC00022_c,Tc2eC00062_c,R00575_c,EXCbothC00288_e,R05578_c,R00248_a,R08689_a,R05633_a,R02918_c,Tc2aC00001_c,R03038_c,R00405_m,R03656_c,Tc2aC00080_c,R02003_c,Tc2mC00007_c,R01195_a,EXCbothC00007_e,R00115_m,R00192_c,R01195_m,R03658_c,R00127_c,R00650_c,R09844_c,Tc2aC00022_c,EXCbothC00062_e,R03659_c,Tc2mC00002_c,R01220_c,R05875_m,EXCbothC00082_e,R00004_c,R03661_c,R00430_c,R10948_c,Tc2eC05781_c,R08210_a,Tc2aC00025_c,R04773_c,Tc2aC00129_c,Tc2eC00166_c,R01015_a,R05884_a,R01641_c,Tc2eC00288_c,Tc2aC00009_c,R01829_c,R02164uqh8_m,HBDG_c,R03660_c,EXCbothC05335_e,Tc2aC00011_c,EXCbothC00166_e,Tc2mC00001_c,R00578_c,R00512_a,Tc2mC00025_c,R01068_c,Tc2aC00074_c,R00081_c,Tc2eC00153_c,R01082_m,R10092_c,EXCbothC00147_e,Tc2eC00504_c,R03648_c,R00345_c,EXCbothC00073_e,Tc2aC00235_c,EXCbothC00188_e,R00086_m,R03646_c,R03654_c,R01561_c,R00355_c,Tc2eC00147_c,R00694_c,R03657_c,R03662_c,protein_c,R00094_m,EXCbothC00065_e,R00940_c,R10178_m,MT_biomass_C20120_c,R05577_c,Tc2eC00078_c,R00200_c,R01529_c,Tc2mC00041_c,Tc2aC00014_c,EXCbothC00078_e,R01655_c,R08549_m,Tc2eC00019_c,Tc2eC00025_c,R01056_c,Tc2mC00011_c,R00256_c,R03655_c,R00361_m,EXCbothC00025_e,R02161_m,EXCbothC00407_e,EXCbothC00097_e,Tc2aC00111_c,R10949_c,EXCbothC00152_e,Tc2eC00082_c,Tc2eC00007_c,R01057_c
212	C01595_c	alternative_3	Linoleate	14.285714285714285	7.142857142857142	28	71	0.05469412652200208	0.07710975214577342	R08549_m,R00848_m,R00342_c,R00200_c	R00355_c,R00345_c	R00086_m,R00115_c,R01082_c,Tc2mC00002_c,R00094_r,R02239_r,R00355_c,R00842_c,R02352_r,R00094_m,R02240_c,R00342_c,R00200_c,R00408_m,R08549_m,R00848_m,rat021526_r,R02978_r,R00243_c,R00405_m,R00256_c,R02353_r,R00578_c,R00127_c,R00094_c,R01082_m,R02978_c,R00345_c	R00086_m,Tc2mC00051_c,R00115_c,EXCbothC03684_e,Tc2rC01595_c,R08208_c,R01082_c,Tc2mC00002_c,R00094_r,R02239_r,R00355_c,Tc2eC03684_c,Tc2mC00149_c,R00842_c,R02352_r,EXCbothC01595_e,EXCbothC00009_e,EXCbothC00712_e,R00094_m,R02240_c,EXCbothC00272_e,R00342_c,Tc2eC00022_c,EXCbothC00022_e,Tc2eC00011_c,Tc2eC00009_c,Tc2rC00007_c,R00200_c,Tc2rC00836_c,R00408_m,Tc2rC00416_c,Tc2rC00641_c,R08549_m,R00848_m,EXCbothC00011_e,rat021526_r,Tc2rC00009_c,R02978_r,Tc2eC00025_c,R00243_c,MT_biomass_C01595_c,R00405_m,Tc2eC01595_c,Tc2mC00009_c,Tc2mC00011_c,Tc2rC00127_c,R00256_c,Tc2mC00127_c,Tc2eC00152_c,EXCbothC00007_e,Tc2rC00712_c,Tc2eC00013_c,Tc2eC00712_c,Tc2mC00122_c,EXCbothC00025_e,R02353_r,Tc2rC00001_c,R00578_c,Tc2eC00272_c,Tc2mC00026_c,EXCbothC00013_e,R00127_c,R00094_c,Tc2eC00007_c,Tc2rC00051_c,Tc2rC02934_c,EXCbothC00152_e,Tc2rC00080_c,R01082_m,R02978_c,R00345_c
211	C01595_c	alternative_2	Linoleate	14.285714285714285	7.142857142857142	28	71	0.05469412652200208	0.07710975214577342	R08549_m,R00848_m,R00342_c,R00200_c	R00355_c,R00345_c	R00086_m,R00115_c,R01082_c,Tc2mC00002_c,R00094_r,R02239_r,R00355_c,R00842_c,R02352_r,R00094_m,R02240_c,R00342_c,R00200_c,R00408_m,R08549_m,R00848_m,rat021526_r,R02978_r,R00243_c,R00405_m,R00256_c,R02353_r,R00578_c,R00127_c,R00094_c,R01082_m,R02978_c,R00345_c	R00086_m,Tc2mC00051_c,R00115_c,EXCbothC03684_e,Tc2rC01595_c,R08208_c,R01082_c,Tc2mC00002_c,R00094_r,R02239_r,R00355_c,Tc2eC03684_c,Tc2mC00149_c,R00842_c,R02352_r,EXCbothC01595_e,EXCbothC00009_e,EXCbothC00712_e,R00094_m,R02240_c,EXCbothC00272_e,R00342_c,Tc2eC00022_c,EXCbothC00022_e,Tc2eC00011_c,Tc2eC00009_c,Tc2rC00007_c,R00200_c,Tc2rC00836_c,R00408_m,Tc2rC00416_c,Tc2rC00641_c,R08549_m,R00848_m,EXCbothC00011_e,rat021526_r,Tc2rC00009_c,R02978_r,Tc2eC00025_c,R00243_c,MT_biomass_C01595_c,R00405_m,Tc2eC01595_c,Tc2mC00009_c,Tc2mC00011_c,Tc2rC00127_c,R00256_c,Tc2mC00127_c,Tc2eC00152_c,EXCbothC00007_e,Tc2rC00712_c,Tc2eC00013_c,Tc2eC00712_c,Tc2mC00122_c,EXCbothC00025_e,R02353_r,Tc2rC00001_c,R00578_c,Tc2eC00272_c,Tc2mC00026_c,EXCbothC00013_e,R00127_c,R00094_c,Tc2eC00007_c,Tc2rC00051_c,Tc2rC02934_c,EXCbothC00152_e,Tc2rC00080_c,R01082_m,R02978_c,R00345_c
210	C01595_c	alternative_1	Linoleate	14.285714285714285	7.142857142857142	28	71	0.05469412652200208	0.07710975214577342	R08549_m,R00848_m,R00342_c,R00200_c	R00355_c,R00345_c	R00086_m,R00115_c,R01082_c,Tc2mC00002_c,R00094_r,R02239_r,R00355_c,R00842_c,R02352_r,R00094_m,R02240_c,R00342_c,R00200_c,R00408_m,R08549_m,R00848_m,rat021526_r,R02978_r,R00243_c,R00405_m,R00256_c,R02353_r,R00578_c,R00127_c,R00094_c,R01082_m,R02978_c,R00345_c	R00086_m,Tc2mC00051_c,R00115_c,EXCbothC03684_e,Tc2rC01595_c,R08208_c,R01082_c,Tc2mC00002_c,R00094_r,R02239_r,R00355_c,Tc2eC03684_c,Tc2mC00149_c,R00842_c,R02352_r,EXCbothC01595_e,EXCbothC00009_e,EXCbothC00712_e,R00094_m,R02240_c,EXCbothC00272_e,R00342_c,Tc2eC00022_c,EXCbothC00022_e,Tc2eC00011_c,Tc2eC00009_c,Tc2rC00007_c,R00200_c,Tc2rC00836_c,R00408_m,Tc2rC00416_c,Tc2rC00641_c,R08549_m,R00848_m,EXCbothC00011_e,rat021526_r,Tc2rC00009_c,R02978_r,Tc2eC00025_c,R00243_c,MT_biomass_C01595_c,R00405_m,Tc2eC01595_c,Tc2mC00009_c,Tc2mC00011_c,Tc2rC00127_c,R00256_c,Tc2mC00127_c,Tc2eC00152_c,EXCbothC00007_e,Tc2rC00712_c,Tc2eC00013_c,Tc2eC00712_c,Tc2mC00122_c,EXCbothC00025_e,R02353_r,Tc2rC00001_c,R00578_c,Tc2eC00272_c,Tc2mC00026_c,EXCbothC00013_e,R00127_c,R00094_c,Tc2eC00007_c,Tc2rC00051_c,Tc2rC02934_c,EXCbothC00152_e,Tc2rC00080_c,R01082_m,R02978_c,R00345_c
88	C00065_c	alternative_2	L-Serine	20.588235294117645	11.76470588235294	34	65	0.06487203844100616	0.08998379525687951	R01068_c,R01516_c,R01518_c,R01662_c,R01061_c,R00945_m,R00658_c	R00355_c,R10086_c,R00345_c,R00021_c	R00086_m,R01397&R01993_c,Tc2mC00002_c,R00355_c,R05875_m,R01819_c,R01061_c,R00756_c,R00094_m,R01015_c,R01221_m,R01516_c,R00299_c,R00575_c,R01662_c,R00582_c,R00945_m,R00937_c,R01518_c,R00243_c,R00149_c,R10086_c,R00115_m,R00658_c,R02163_m,R00867_c,R02161_m,R01326_c,R01068_c,R01195_m,R02740_c,R00081_c,R00021_c,R00345_c	R00086_m,R01397&R01993_c,Tc2eC00065_c,Tc2mC00002_c,EXCbothC05781_e,Tc2eC00095_c,R00355_c,R05875_m,Tc2eC00337_c,EXCbothC00337_e,R01819_c,R01061_c,EXCbothC00065_e,R00094_m,R00756_c,R01015_c,R01221_m,R01516_c,R00299_c,Tc2eC00011_c,Tc2eC05781_c,R00575_c,EXCbothC00288_e,R01662_c,R04173_c,MT_biomass_C00065_c,R00582_c,R00945_m,R00937_c,EXCbothC00159_e,EXCbothC00011_e,EXCbothC00031_e,R01518_c,R00243_c,Tc2mC00009_c,Tc2eC00288_c,R00149_c,Tc2mC00011_c,Tc2mC00014_c,R10086_c,Tc2mC00007_c,EXCbothC00007_e,R00115_m,R00658_c,HBDG_c,R00867_c,R02163_m,R02161_m,Tc2mC00001_c,R01326_c,R01068_c,R01195_m,R02740_c,EXCbothC00095_e,EXCbothC00504_e,Tc2eC00159_c,Tc2mC00065_c,R01513_c,Tc2eC00007_c,R00081_c,R00021_c,Tc2eC00504_c,Tc2eC00031_c,R00345_c,Tc2mC00037_c
87	C00065_c	alternative_1	L-Serine	20.588235294117645	11.76470588235294	34	65	0.06487203844100616	0.08998379525687951	R01068_c,R01516_c,R01518_c,R01662_c,R01061_c,R00945_m,R00658_c	R00355_c,R10086_c,R00345_c,R00021_c	R00086_m,R01397&R01993_c,Tc2mC00002_c,R00355_c,R05875_m,R01819_c,R01061_c,R00756_c,R00094_m,R01015_c,R01221_m,R01516_c,R00299_c,R00575_c,R01662_c,R00582_c,R00945_m,R00937_c,R01518_c,R00243_c,R00149_c,R10086_c,R00115_m,R00658_c,R02163_m,R00867_c,R02161_m,R01326_c,R01068_c,R01195_m,R02740_c,R00081_c,R00021_c,R00345_c	R00086_m,R01397&R01993_c,Tc2eC00065_c,Tc2mC00002_c,EXCbothC05781_e,Tc2eC00095_c,R00355_c,R05875_m,Tc2eC00337_c,EXCbothC00337_e,R01819_c,R01061_c,EXCbothC00065_e,R00094_m,R00756_c,R01015_c,R01221_m,R01516_c,R00299_c,Tc2eC00011_c,Tc2eC05781_c,R00575_c,EXCbothC00288_e,R01662_c,R04173_c,MT_biomass_C00065_c,R00582_c,R00945_m,R00937_c,EXCbothC00159_e,EXCbothC00011_e,EXCbothC00031_e,R01518_c,R00243_c,Tc2mC00009_c,Tc2eC00288_c,R00149_c,Tc2mC00011_c,Tc2mC00014_c,R10086_c,Tc2mC00007_c,EXCbothC00007_e,R00115_m,R00658_c,HBDG_c,R00867_c,R02163_m,R02161_m,Tc2mC00001_c,R01326_c,R01068_c,R01195_m,R02740_c,EXCbothC00095_e,EXCbothC00504_e,Tc2eC00159_c,Tc2mC00065_c,R01513_c,Tc2eC00007_c,R00081_c,R00021_c,Tc2eC00504_c,Tc2eC00031_c,R00345_c,Tc2mC00037_c
89	C00065_c	alternative_3	L-Serine	20.588235294117645	11.76470588235294	34	65	0.06487203844100616	0.08998379525687951	R01068_c,R01516_c,R01518_c,R01662_c,R01061_c,R00945_m,R00658_c	R00355_c,R10086_c,R00345_c,R00021_c	R00086_m,R01397&R01993_c,Tc2mC00002_c,R00355_c,R05875_m,R01819_c,R01061_c,R00756_c,R00094_m,R01015_c,R01221_m,R01516_c,R00299_c,R00575_c,R01662_c,R00582_c,R00945_m,R00937_c,R01518_c,R00243_c,R00149_c,R10086_c,R00115_m,R00658_c,R02163_m,R00867_c,R02161_m,R01326_c,R01068_c,R01195_m,R02740_c,R00081_c,R00021_c,R00345_c	R00086_m,R01397&R01993_c,Tc2eC00065_c,Tc2mC00002_c,EXCbothC05781_e,Tc2eC00095_c,R00355_c,R05875_m,Tc2eC00337_c,EXCbothC00337_e,R01819_c,R01061_c,EXCbothC00065_e,R00094_m,R00756_c,R01015_c,R01221_m,R01516_c,R00299_c,Tc2eC00011_c,Tc2eC05781_c,R00575_c,EXCbothC00288_e,R01662_c,R04173_c,MT_biomass_C00065_c,R00582_c,R00945_m,R00937_c,EXCbothC00159_e,EXCbothC00011_e,EXCbothC00031_e,R01518_c,R00243_c,Tc2mC00009_c,Tc2eC00288_c,R00149_c,Tc2mC00011_c,Tc2mC00014_c,R10086_c,Tc2mC00007_c,EXCbothC00007_e,R00115_m,R00658_c,HBDG_c,R00867_c,R02163_m,R02161_m,Tc2mC00001_c,R01326_c,R01068_c,R01195_m,R02740_c,EXCbothC00095_e,EXCbothC00504_e,Tc2eC00159_c,Tc2mC00065_c,R01513_c,Tc2eC00007_c,R00081_c,R00021_c,Tc2eC00504_c,Tc2eC00031_c,R00345_c,Tc2mC00037_c
60	C00044_c	alternative_1	GTP	17.142857142857142	11.428571428571429	70	162	0.06964274447638615	0.09506787341220967	R02055_r,R01863_c,R02557_c,R02147_c,R01876_c,R01280_c,R02748_c,R01969_c,R02297_c,R02294_c,R07324_c,R02484_c	R08193_c,R00332_c,R05918_c,R01009_r,R08107_r,R00694_c,R00416_c,R00332_r	R08193_c,R01187_c,R00093_c,R04230_c,R01863_c,R02557_c,R02142_c,R02147_c,R05921_r,R01132_c,R05919_r,R01799_r,R02241_r,R00842_c,R00768_c,R00229_c,R01969_c,R01049_c,R07324_c,R02484_c,R01560_c,R00004_c,R00694_c,R02297_c,R01802_c,R02749_c,R01015_c,R02240_c,R00157_c,R00299_c,R01009_r,R01876_c,R01280_c,R08107_r,R02748_c,R00330_c,R00416_c,R01468_r,R02057&R02038_r,R04936_c,R00190_c,R00332_r,R00332_c,R00847_r,R01231_c,R02058_c,R01066_c,R01799_c,R05918_c,R00256_c,R05917_c,Tc2rC00096_c,R01229_c,R02294_c,R01130_c,R05916_c,R00851_r,R00867_c,R07376_r,R00192_c,R00578_c,R02055_r,R04231_c,R00127_c,R00650_c,R01057_c,R00181_c,R01878_c,R05922_r,R01496_r	R05919_r,Tc2eC00294_c,R00842_c,EXCbothC00155_e,R07324_c,R02484_c,Tc2eC00155_c,R00512_r,EXCbothC00019_e,Tc2rC00319_c,R08107_r,Tc2rC00416_c,Tc2rC00641_c,R04936_c,Tc2rC00116_c,R00332_c,EXCbothC00011_e,R02058_c,Tc2eC03150_c,Tc2eC00152_c,R02294_c,R05916_c,Tc2eC00249_c,Tc2eC00526_c,Tc2rC00195_c,EXCbothC00526_e,R01800_r,EXCbothC00212_e,EXCbothC01762_e,R05922_r,Tc2rC00065_c,EXCbothC03150_e,R04230_c,R05920_r,R02557_c,Tc2eC00065_c,Tc2eC00116_c,R01132_c,EXCbothC00153_e,Tc2eC00299_c,Tc2eC05698_c,R01799_r,R02241_r,R00768_c,EXCbothC00009_e,EXCbothC00116_e,R00570_r,R01802_c,R02749_c,R01015_c,Tc2eC00043_c,R00299_c,R01876_c,Tc2eC00009_c,Tc2rC00093_c,EXCbothC00043_e,EXCbothC00387_e,R01468_r,EXCbothC00031_e,EXCbothC00559_e,EXCbothC00385_e,EXCbothC05692_e,R05917_c,Tc2rC00096_c,Tc2eC00195_c,Tc2eC00013_c,Tc2eC05512_c,EXCbothC00299_e,R00192_c,EXCbothC05512_e,EXCbothC00033_e,R00127_c,R00650_c,R01878_c,Tc2eC00385_c,R01496_r,Tc2eC00475_c,R08193_c,R01187_c,EXCbothC00319_e,EXCbothC00096_e,EXCbothC00249_e,Tc2eC00387_c,R00229_c,R01049_c,R00004_c,Tc2eC00262_c,Tc2eC01762_c,EXCbothC00330_e,Tc2eC00330_c,R01280_c,R02748_c,EXCbothC00021_e,EXCbothC00084_e,R00190_c,Tc2eC00166_c,R01231_c,R01066_c,Tc2eC00212_c,EXCbothC00475_e,R01229_c,R00851_r,Tc2eC00319_c,MT_biomass_C00044_c,EXCbothC00166_e,R00578_c,Tc2eC05692_c,R04231_c,Tc2eC00242_c,EXCbothC00013_e,EXCbothC00195_e,R00181_c,Tc2eC00153_c,EXCbothC00147_e,Tc2eC00031_c,R00093_c,R01863_c,R02142_c,R02147_c,R05921_r,Tc2eC00095_c,Tc2eC00021_c,Tc2eC00096_c,R01969_c,R01560_c,R00694_c,R02297_c,Tc2eC00147_c,EXCbothC00065_e,R02240_c,R00157_c,R01009_r,Tc2eC00011_c,R00330_c,R00416_c,R02057&R02038_r,R00332_r,R00847_r,R01799_c,Tc2eC00019_c,Tc2eC00025_c,R05918_c,EXCbothC00242_e,R00256_c,EXCbothC05698_e,EXCbothC00262_e,R01130_c,Tc2eC00033_c,EXCbothC00025_e,R00867_c,R07376_r,R02055_r,EXCbothC00095_e,EXCbothC00294_e,Tc2rC00013_c,EXCbothC00152_e,R01057_c,Tc2rC00080_c,Tc2rC00011_c,Tc2eC00559_c,Tc2eC00084_c,Tc2rG00145_c
